tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.70E+17,negative,1,Bad Flight,0.3485,Southwest,,ceoDanya,,0,@SouthwestAir need to learn how to treat people with respect and just a little dignity. #FAIL,"[38.862954506898646, -123.18245737139418]",24-02-2015 09:16,The next President of Libya,Quito
5.70E+17,negative,1,Flight Booking Problems,1,Southwest,,RealMaryAgnes,,0,"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch","[31.300869672184067, -74.8493322056776]",24-02-2015 09:15,,Atlantic Time (Canada)
5.70E+17,neutral,1,,,Southwest,,JBadnastythug,,0,@SouthwestAir done,"[36.61315429655295, -82.4640492493804]",24-02-2015 09:15,"Duluth, MN",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,julia021685,,0,@SouthwestAir I think I get a faster response on Twitter than I do when I call...what's up with that?,"[33.99296370257848, -123.70426064611355]",24-02-2015 09:13,,
5.70E+17,neutral,0.67,,0,Southwest,,ElaineBBfan,,0,@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.,"[38.38241706154899, -74.82325772486237]",24-02-2015 09:12,"Boston, Atlanta, or in-flight",Atlantic Time (Canada)
5.70E+17,negative,1,Flight Attendant Complaints,0.6764,Southwest,,MnMwillmott,,0,"@SouthwestAir then had to watch the staff check off each passenger on the list TWICE, because the first time they forgot look at IDs. Brutal","[29.673885545639642, -86.09902871414661]",24-02-2015 09:06,"woodstock, Ontario, Canada",Atlantic Time (Canada)
5.70E+17,negative,1,Late Flight,1,Southwest,,MnMwillmott,,0,"@SouthwestAir was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2","[41.065423394716944, -105.20881920592413]",24-02-2015 09:04,"woodstock, Ontario, Canada",Atlantic Time (Canada)
5.70E+17,positive,1,,,Southwest,,_missjoannalee,,0,@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer,"[27.998154806497443, -82.05684940011076]",24-02-2015 09:02,Canada,Pacific Time (US & Canada)
5.70E+17,negative,0.6837,Customer Service Issue,0.3673,Southwest,,passthechorizo,,0,@SouthwestAir nothing you can do to help us restore some barely-expired #RapidRewards points?,"[45.95056563346587, -116.78812884301414]",24-02-2015 08:58,Chicago,Central Time (US & Canada)
5.70E+17,negative,1,Flight Booking Problems,1,Southwest,,RealMaryAgnes,,0,@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.,"[33.84527060529143, -113.01010468749033]",24-02-2015 08:57,,Atlantic Time (Canada)
5.70E+17,negative,1,Bad Flight,1,Southwest,,Heavenlychc9,,0,@SouthwestAir freezing in the plane,"[30.432796578742753, -121.02726946683764]",24-02-2015 08:55,,
5.70E+17,negative,1,Flight Attendant Complaints,0.697,Southwest,,Heavenlychc9,,0,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,"[34.47128231262194, -91.43517656486617]",24-02-2015 08:55,,
5.70E+17,negative,1,Can't Tell,0.3378,Southwest,,Heavenlychc9,,0,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon,"[35.83184966565541, -105.98730920895947]",24-02-2015 08:54,,
5.70E+17,negative,1,Cancelled Flight,1,Southwest,,Heavenlychc9,,0,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,"[47.902734511759526, -108.19255371789329]",24-02-2015 08:54,,
5.70E+17,negative,1,Can't Tell,0.6917,Southwest,,Heavenlychc9,,0,@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first,"[48.48334016423259, -99.73786564268211]",24-02-2015 08:53,,
5.70E+17,negative,1,Customer Service Issue,0.3656,Southwest,,Heavenlychc9,,0,@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable,"[37.65054426435641, -69.0641096585534]",24-02-2015 08:52,,
5.70E+17,negative,1,Can't Tell,0.3426,Southwest,,byronics,,0,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr,"[32.417529269668954, -107.2985983290497]",24-02-2015 08:51,"Los Angeles, CA",Pacific Time (US & Canada)
5.70E+17,negative,1,Bad Flight,0.6654,Southwest,,Patobrien61,,0,"@SouthwestAir if you're going to charge for wifi, do us all a solid and make sure it doesn't take the length of the flight to open a page","[34.456021733621185, -114.06510466662843]",24-02-2015 08:51,"Perdido Key, FL",
5.70E+17,negative,0.708,Late Flight,0.708,Southwest,,smcrissman,,0,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?","[43.84379172426286, -83.06951948970628]",24-02-2015 08:50,"Hampton Roads, Virginia",Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.6406,Southwest,,joelwg,,0,@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.,"[31.574260043399114, -102.47802350861717]",24-02-2015 08:50,,Pacific Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,gabehosler,,0,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,"[38.30097379, -122.30180037]",24-02-2015 08:49,"San Diego,  CA",Pacific Time (US & Canada)
5.70E+17,neutral,0.6475,,,Southwest,,SamDori4,,0,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN,"[37.719439926478486, -114.25639907846657]",24-02-2015 08:49,,
5.70E+17,neutral,1,,,Southwest,,unknownfilmaker,,0,@SouthwestAir can you please make sense of the companion promo? How to we set it up?,"[43.81800818733936, -122.75114970027168]",24-02-2015 08:44,EVERYWHERE,
5.70E+17,neutral,0.6818,,0,Southwest,,JBadnastythug,,0,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,"[42.773669773308825, -102.62716086544229]",24-02-2015 08:42,"Duluth, MN",Eastern Time (US & Canada)
5.70E+17,neutral,0.6382,,0,Southwest,,briman007,,0,@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!,"[31.1166888374707, -122.20343068708172]",24-02-2015 08:40,"Atlanta, GA",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,SMiles1307,,0,@SouthwestAir frustrating indeed especially when no one knows what the issue is....,"[33.46604392940626, -123.54270409259546]",24-02-2015 08:40,,
5.70E+17,negative,1,Customer Service Issue,0.6382,Southwest,,island_girl4321,,0,@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?,"[48.440071044863934, -92.86706984496521]",24-02-2015 08:38,,
5.70E+17,neutral,1,,,Southwest,,laurabogart14,,0,"@SouthwestAir That was Chantilly, Paris, France.","[45.45929244873909, -86.11642113938703]",24-02-2015 08:37,"Raleigh, NC",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6526,Southwest,,ChefBillyParisi,,0,@SouthwestAir and thx for not responding,"[35.49107338681092, -98.29238936766541]",24-02-2015 08:37,Chicago,Mountain Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6224,Southwest,,JBadnastythug,,0,@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?,"[35.370985294526044, -93.64919297545447]",24-02-2015 08:37,"Duluth, MN",Eastern Time (US & Canada)
5.70E+17,negative,0.6619,Late Flight,0.6619,Southwest,,SMiles1307,,0,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,"[30.177567242105766, -93.37145449030854]",24-02-2015 08:34,,
5.70E+17,negative,1,Customer Service Issue,0.3535,Southwest,,longlive94,,0,@SouthwestAir how come I'm not getting my points after I buy from the rapid reward shopping site?,"[31.326847936946116, -97.24098273407515]",24-02-2015 08:33,,
5.70E+17,neutral,0.6489,,0,Southwest,,MichaelDes2015,,0,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue,"[28.22247266741634, -95.94699575947173]",24-02-2015 08:30,"Valrico, Florida",Atlantic Time (Canada)
5.70E+17,neutral,1,,,Southwest,,crook_justin,,0,@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.,"[35.20455918522309, -94.8804862032916]",24-02-2015 08:23,Fort Lauderdale,
5.70E+17,negative,1,Late Flight,0.3505,Southwest,,crook_justin,,0,@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook,"[29.965663140875076, -90.4023210115854]",24-02-2015 08:23,Fort Lauderdale,
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,crook_justin,,0,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30,"[32.007276520610766, -95.74597005039678]",24-02-2015 08:22,Fort Lauderdale,
5.70E+17,negative,1,longlines,0.6835,Southwest,,crook_justin,,0,@SouthwestAir flight 1614 FLL to ATL. My wife traveling with infant. Line to check baggage 200 people long due to your computer system crash,"[48.48915076153631, -71.79410861538537]",24-02-2015 08:21,Fort Lauderdale,
5.70E+17,positive,0.6771,,0,Southwest,,joshkmm,,0,@SouthwestAir Thanks! Sent a DM to you. Let me know if oyu need any additional information.,"[31.817089467941802, -101.41199129568872]",24-02-2015 08:17,"Kansas City, KS",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,user47,,0,"@SouthwestAir Hey, friends. When I phone the A-list number your IVR hangs up on me. Multiple times. Not sure how to proceed?","[32.04898722405618, -89.9746199333257]",24-02-2015 08:16,"Lee's Summit, MO, @CityOfLS",Central Time (US & Canada)
5.70E+17,positive,1,,,Southwest,,kdtwill,,2,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers","[45.84299121950506, -121.15413268443311]",24-02-2015 08:13,"Austin, Texas",
5.70E+17,negative,1,Late Flight,1,Southwest,,SNBalzac,,0,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625","[45.36759414768564, -80.05785838076005]",24-02-2015 08:05,"San Juan, Brooklyn, LA ",Atlantic Time (Canada)
5.70E+17,negative,1,Customer Service Issue,0.6714,Southwest,,SNBalzac,,0,@SouthwestAir INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.,"[36.75082606157329, -121.88107582842547]",24-02-2015 08:05,"San Juan, Brooklyn, LA ",Atlantic Time (Canada)
5.70E+17,neutral,1,,,Southwest,,MyCustoAdvocate,,0,@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,"[43.681307537619205, -67.95837651821917]",24-02-2015 08:03,"Miami, New York, Boston",
5.70E+17,neutral,1,,,Southwest,,jordan_mcflyy,,0,@SouthwestAir hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $150 on March 15 please!,"[32.11476515733511, -92.72924593678668]",24-02-2015 08:02,,Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.668,Southwest,,ckramer,,0,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?","[33.208435383079184, -115.97172445520735]",24-02-2015 08:01,"Orlando, Florida",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6364,Southwest,,richstahl,,0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,"[35.84808282, -78.66572751]",24-02-2015 07:56,"Raleigh, NC",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.3533,Southwest,,Shan_Lyn,,0,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......,"[39.50573321829514, -88.26203961060952]",24-02-2015 07:55,"InMyFeelings, IL",Central Time (US & Canada)
5.70E+17,neutral,0.6765,,,Southwest,,OBruce135,,0,@SouthwestAir Thank you!,"[38.24156677375747, -110.96174225848512]",24-02-2015 07:55,,
5.70E+17,neutral,1,,,Southwest,,kdtwill,,0,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers,"[30.81934972710884, -82.57621785065133]",24-02-2015 07:53,"Austin, Texas",
5.70E+17,positive,0.6647,,,Southwest,,egbaboy,,0,@SouthwestAir Customer Centricity is knowing people #ANAMarketers,"[28.450565889557414, -116.90212845101871]",24-02-2015 07:52,,Mountain Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.6909,Southwest,,tylerhansen331,,0,"@SouthwestAir I have used you guys for most my travels, but this last experience I will never use southwest again! #worstcustomerservice","[45.93648170458563, -88.22302284385444]",24-02-2015 07:47,,
5.70E+17,neutral,0.6907,,0,Southwest,,kdtwill,,0,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,"[27.53328884713178, -122.32979001374743]",24-02-2015 07:45,"Austin, Texas",
5.70E+17,negative,1,Flight Booking Problems,0.6764,Southwest,,RealMaryAgnes,,0,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed","[27.974671717350002, -114.83187135682205]",24-02-2015 07:45,,Atlantic Time (Canada)
5.70E+17,positive,0.6634,,,Southwest,,BoobzillaXXX,,0,@SouthwestAir ok thank you  i hope  so too,"[32.49964599726664, -109.36039789819347]",24-02-2015 07:39,Everywhere You Wish You Were!,America/Los_Angeles
5.70E+17,negative,0.6458,Customer Service Issue,0.6458,Southwest,,NecroticDoctor,,0,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,"[35.217721558596764, -82.68776462179855]",24-02-2015 07:38,Trapped in Baltimore.,Atlantic Time (Canada)
5.70E+17,positive,0.6523,,,Southwest,,tmahal,,0,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines","[47.600535658429116, -96.93974187923664]",24-02-2015 07:36,SF Bay Area,
5.70E+17,neutral,0.6396,,0,Southwest,,skiiim21,,0,@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,"[26.212294006067285, -89.25230709413665]",24-02-2015 07:35,Dallas ,Central Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.6743,Southwest,,JLPoeschl,,0,"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?","[43.090385526986566, -81.62407192069563]",24-02-2015 07:34,,
5.70E+17,negative,0.6436,Flight Booking Problems,0.6436,Southwest,,Gian_Ricco,,0,"@SouthwestAir Why, when I booked via phone after calling the A List preferred #, didn't my KTA get added to the ticket??? Must I use web?","[37.67191154702023, -95.47241857288714]",24-02-2015 07:32,,
5.70E+17,negative,1,Can't Tell,0.3466,Southwest,,RealMaryAgnes,,0,"@SouthwestAir: Tried for VIP Live in The Vineyard but yr site went down, by the time I got in 2 redeem pts those packages gone.","[39.719765039068164, -120.12310263812479]",24-02-2015 07:23,,Atlantic Time (Canada)
5.70E+17,neutral,1,,,Southwest,,chrisharriscw,,0,@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC,"[39.08876791577332, -123.60199588828138]",24-02-2015 07:18,"Austin, TX",Central Time (US & Canada)
5.70E+17,positive,1,,,Southwest,,DelaneySchenk,,0,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper","[47.413589451477165, -77.02307757055803]",24-02-2015 07:07,,Central Time (US & Canada)
5.70E+17,positive,0.6813,,0,Southwest,,PlatypusDBHunt,,0,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,"[27.23973478496728, -81.1369064292173]",24-02-2015 07:04,"Albuquerque, NM",
5.70E+17,neutral,0.6667,,0,Southwest,,ScottnearSMF,,0,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?,"[48.005249138780265, -72.1321280101202]",24-02-2015 06:57,,Pacific Time (US & Canada)
5.70E+17,positive,1,,,Southwest,,chamtdi,,4,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_,"[41.64976541200278, -68.04134024366041]",24-02-2015 06:31,,Eastern Time (US & Canada)
5.70E+17,positive,1,,,Southwest,,TheMattCrane,,0,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,"[47.568923739939926, -113.22178728201675]",24-02-2015 06:28,"Birmingham, AL",
5.70E+17,negative,1,Cancelled Flight,1,Southwest,,TheBaltimoreOs,,0,@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?,"[30.834603601649725, -87.93603954961901]",24-02-2015 06:24,,Atlantic Time (Canada)
5.70E+17,neutral,0.6374,,0,Southwest,,TheRandyHarbin,,0,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee,"[42.00732456822459, -92.63616469172331]",24-02-2015 06:24,Kansas City MO,Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6667,Southwest,,nerdguru,,0,"@SouthwestAir Thanks for the text, but not exactly timely 8). Data throughout issues today maybe? http://t.co/aaU9MKA6Zy","[30.077674714627122, -73.14061952788954]",24-02-2015 06:20,"Fullerton, CA",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,NicoleMEBump,,0,@SouthwestAir I called the 800 # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent #CX!,"[38.050718538640055, -99.90595897637618]",24-02-2015 06:12,"Manchester, NH",Eastern Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.7029,Southwest,,pwalnuts1156,,0,@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees,"[48.23444965894234, -69.3366143333798]",24-02-2015 06:11,Galt Gulch,Pacific Time (US & Canada)
5.70E+17,neutral,1,,,Southwest,,passthechorizo,,0,"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.","[25.235274960727818, -90.03559148749986]",24-02-2015 06:04,Chicago,Central Time (US & Canada)
5.70E+17,neutral,1,,,Southwest,,passthechorizo,,0,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...","[28.66162513554959, -111.27946816196493]",24-02-2015 06:04,Chicago,Central Time (US & Canada)
5.70E+17,negative,0.6926,Can't Tell,0.3673,Southwest,,ashjshannon,,0,@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation,"[42.01000794869334, -122.136209659825]",24-02-2015 05:58,Detroit,Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,JReneeX0X0,,0,@SouthwestAir why is customer relations still not open....in Texas?!,"[33.44189870758388, -124.85852856397582]",24-02-2015 05:57,Around...,Eastern Time (US & Canada)
5.70E+17,positive,1,,,Southwest,,NicoleMEBump,,0,@SouthwestAir Thank you for the tip!,"[44.336010122825115, -112.3723078517292]",24-02-2015 05:56,"Manchester, NH",Eastern Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.6651,Southwest,,pwalnuts1156,,0,@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,"[40.70777242541101, -80.87216428927005]",24-02-2015 05:50,Galt Gulch,Pacific Time (US & Canada)
5.70E+17,positive,1,,,Southwest,,jasonjwebb,,0,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,"[42.3667769, -71.0170733]",24-02-2015 05:45,"Boston, MA",Eastern Time (US & Canada)
5.70E+17,positive,0.6998,,0,Southwest,,quiltbabe,,0,"@SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, thanks!","[34.82936167505218, -115.58315858202911]",24-02-2015 05:43,,Eastern Time (US & Canada)
5.70E+17,negative,1,Bad Flight,0.3456,Southwest,,LifesATrip_,,0,"@SouthwestAir I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations.","[46.83730105745012, -114.64260237520004]",24-02-2015 05:36,Kansas City,Central Time (US & Canada)
5.70E+17,neutral,1,,,Southwest,,joshkmm,,0,@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?,"[30.329619710569006, -122.32475768840736]",24-02-2015 05:35,"Kansas City, KS",Central Time (US & Canada)
5.70E+17,neutral,1,,,Southwest,,duneshadow,,0,@SouthwestAir sent,"[42.94341169056108, -122.57661876619173]",24-02-2015 05:33,"Minneapolis, MN",Central Time (US & Canada)
5.70E+17,negative,0.6843,Late Flight,0.6843,Southwest,,jlivingood,,0,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,"[39.87778809, -75.23663363]",24-02-2015 05:33,"Philadelphia, PA",Eastern Time (US & Canada)
5.70E+17,negative,0.6746,Cancelled Flight,0.6746,Southwest,,duneshadow,,0,@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay,"[34.456457036569155, -91.31767780471475]",24-02-2015 05:27,"Minneapolis, MN",Central Time (US & Canada)
5.70E+17,negative,0.3587,Flight Attendant Complaints,0.3587,Southwest,,saysorrychris,,0,@SouthwestAir my bday was yesterday and my girl gave birth to my first born and I couldn't get a courtesy flight change from Lynn... THANKS!,"[30.56155483678999, -109.90656170258089]",24-02-2015 05:23,Everywhere But Never Scared,Hawaii
5.70E+17,neutral,0.6559,,0,Southwest,,RyanHanley_Com,,0,^CB how do you know? @SouthwestAir,"[44.95486089290945, -98.74415804778317]",24-02-2015 05:20,"Albany, NY",Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,1,Southwest,,duneshadow,,0,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.","[25.3842765094009, -66.98988186258899]",24-02-2015 05:20,"Minneapolis, MN",Central Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,1,Southwest,,duneshadow,,0,@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.,"[28.433187426281457, -106.58993416841125]",24-02-2015 05:15,"Minneapolis, MN",Central Time (US & Canada)
5.70E+17,neutral,0.6743,,0,Southwest,,michaelpscott37,,0,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,"[47.145766427300785, -110.85557744364326]",24-02-2015 05:15,Florida ,
5.70E+17,positive,0.6563,,0,Southwest,,osman_khan,,0,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,"[27.3961420323978, -67.64169316395969]",24-02-2015 05:13,Chicago,Central Time (US & Canada)
5.70E+17,negative,0.7125,Cancelled Flight,0.7125,Southwest,,duneshadow,,0,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?,"[38.998101785576694, -82.07628112494636]",24-02-2015 05:07,"Minneapolis, MN",Central Time (US & Canada)
5.70E+17,negative,1,Bad Flight,1,Southwest,,rmgarrett3,,0,@SouthwestAir I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.,"[36.38042581573317, -91.14010590582316]",24-02-2015 05:04,"Dallas, TX",Mountain Time (US & Canada)
5.70E+17,neutral,1,,,Southwest,,Sez_Nez,,0,@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed,"[35.7310281402453, -96.7808906182211]",24-02-2015 05:00,DFW,Central Time (US & Canada)
5.70E+17,positive,0.3368,,0,Southwest,,Paulyjroberts,,0,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,"[26.193367166281686, -101.37689150359715]",24-02-2015 04:55,"cambridge, maryland",Atlantic Time (Canada)
5.70E+17,negative,1,Customer Service Issue,0.6557,Southwest,,pjeffs,,0,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,"[25.523676211694962, -114.08458016875758]",24-02-2015 04:55,,Mid-Atlantic
5.70E+17,negative,1,Lost Luggage,0.352,Southwest,,TheRandyHarbin,,0,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers,"[40.53743234660413, -70.47008603087815]",24-02-2015 04:54,Kansas City MO,Central Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.6667,Southwest,,davidgoodson71,,0,@SouthwestAir it's just the principle - it's hard to get mugged &amp; not be upset you took my money &amp; didn't give me anything #wrongiswrong,"[36.66841620557515, -110.69597674827548]",24-02-2015 04:50,,
5.70E+17,negative,1,Customer Service Issue,1,Southwest,,davidgoodson71,,0,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,"[37.993527404365864, -84.56610437922653]",24-02-2015 04:49,,
5.70E+17,negative,1,Bad Flight,1,Southwest,,Scottyk1977,,0,@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems,"[45.25327231104991, -90.17601104219398]",24-02-2015 04:49,,
5.70E+17,positive,1,,,Southwest,,kcormier19,,0,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG","[29.25910119362573, -94.99560025217833]",24-02-2015 04:35,,Eastern Time (US & Canada)
5.70E+17,negative,0.6932,Lost Luggage,0.6932,Southwest,,amymiller305,,0,@SouthwestAir I would like to ask that his bags be picked up at PIT &amp; taken to his hotel by the airport. Will someone contact me,"[26.44000127535221, -84.26040187311824]",24-02-2015 04:33,South Florida ,
5.70E+17,negative,1,Customer Service Issue,0.6804,Southwest,,amymiller305,,0,"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear","[26.270618518458445, -99.47196160322625]",24-02-2015 04:29,South Florida ,
5.70E+17,negative,1,Customer Service Issue,0.6782,Southwest,,kaugie01,,0,"@SouthwestAir After multiple attempts, I was finally able to submit them Late Flight last night.","[32.3629121841862, -91.78249067379312]",24-02-2015 04:26,Kansas City area,Mountain Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,1,Southwest,,duneshadow,,0,"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it.","[46.60211227228681, -110.53915882077405]",24-02-2015 04:17,"Minneapolis, MN",Central Time (US & Canada)
5.70E+17,neutral,0.6563,,0,Southwest,,davidgoodson71,,0,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,"[30.934236364209784, -72.3702495143004]",24-02-2015 04:17,,
5.70E+17,negative,0.6442,Can't Tell,0.6442,Southwest,,emayteeteej,,0,@SouthwestAir darn! I bought it on the wrong device! No way to switch I'm sure?,"[46.17713634324544, -107.89823532335147]",24-02-2015 04:02,"Hopatcong, NJ",
5.70E+17,neutral,1,,,Southwest,,emayteeteej,,0,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip","[44.23069159999737, -94.38465652155381]",24-02-2015 03:54,"Hopatcong, NJ",
